weight_raw,zone_raw,base_rate_raw,base_rate_clean,base_rate,weight_lb,pdf_page,table_index
nan,Next day by 10:30 a.m. or 11 a.m. 5,"127.77
128.30
128.60
129.11
129.43",127.77128.30128.60129.11129.43,,,2,1
nan,Next day by 10:30 a.m. or 11 a.m. 5,"135.14
137.12
140.80
143.98
150.82",135.14137.12140.80143.98150.82,,,2,1
nan,Next day by 10:30 a.m. or 11 a.m. 5,"154.95
157.18
157.46
157.72",154.95157.18157.46157.72,,,2,1
FedEx® Envelope,Next day by 5 p.m.6,"FedEx
Standard
Overnight®",,,,2,1
up to 8 oz.,Next day by 5 p.m.6,$ 33.30,33.30,33.3,8.0,2,1
FedEx® Pak,Next day by 5 p.m.6,*,,,,2,1
Fed,Next day by 5 p.m.6,,,,,2,1
.sbl ni thgiew mumixam / gnigakcap rehto lla ni stnempihS,Next day by 5 p.m.6,"$ 38.55
41.12
44.68
48.20
49.06",38.5541.1244.6848.2049.06,,,2,1
nan,Next day by 5 p.m.6,"51.78
53.45
56.26
58.19
58.48",51.7853.4556.2658.1958.48,,,2,1
nan,Next day by 5 p.m.6,"62.70
64.78
65.50
68.05
70.66",62.7064.7865.5068.0570.66,,,2,1
nan,Next day by 5 p.m.6,"72.16
73.71
78.09
80.18
81.68",72.1673.7178.0980.1881.68,,,2,1
nan,Next day by 5 p.m.6,"83.87
86.82
88.29
90.50
91.73",83.8786.8288.2990.5091.73,,,2,1
nan,Next day by 5 p.m.6,"91.99
96.16
96.59
98.45
102.94",91.9996.1696.5998.45102.94,,,2,1
nan,Next day by 5 p.m.6,"104.85
107.03
109.39
111.29
114.46",104.85107.03109.39111.29114.46,,,2,1
nan,Next day by 5 p.m.6,"115.17
115.45
117.48
120.47
125.92",115.17115.45117.48120.47125.92,,,2,1
nan,Next day by 5 p.m.6,"128.08
130.46
132.63
134.92
137.11",128.08130.46132.63134.92137.11,,,2,1
nan,Next day by 5 p.m.6,"139.19
142.17
144.25
146.44",139.19142.17144.25146.44,,,2,1
FedEx® Envelope,2nd day by 10:30 a.m. or 11 a.m.5,"FedEx
2Day® A.M.",2..,,,2,1
up to 8 oz.,2nd day by 10:30 a.m. or 11 a.m.5,$ 27.21,27.21,27.21,8.0,2,1
FedEx® Pak,2nd day by 10:30 a.m. or 11 a.m.5,*,,,,2,1
Fed,2nd day by 10:30 a.m. or 11 a.m.5,,,,,2,1
.sbl ni thgiew mumixam / gnigakcap rehto lla ni stnempihS,2nd day by 10:30 a.m. or 11 a.m.5,"$ 28.72
29.22
29.71
30.59
31.48",28.7229.2229.7130.5931.48,,,2,1
nan,2nd day by 10:30 a.m. or 11 a.m.5,"32.86
34.25
35.64
37.52
39.31",32.8634.2535.6437.5239.31,,,2,1
nan,2nd day by 10:30 a.m. or 11 a.m.5,"41.06
44.58
46.29
48.59
51.98",41.0644.5846.2948.5951.98,,,2,1
nan,2nd day by 10:30 a.m. or 11 a.m.5,"54.45
54.84
58.51
58.88
59.18",54.4554.8458.5158.8859.18,,,2,1
nan,2nd day by 10:30 a.m. or 11 a.m.5,"65.01
65.77
68.98
71.64
71.91",65.0165.7768.9871.6471.91,,,2,1
nan,2nd day by 10:30 a.m. or 11 a.m.5,"74.10
75.32
77.16
81.09
83.53",74.1075.3277.1681.0983.53,,,2,1
nan,2nd day by 10:30 a.m. or 11 a.m.5,"84.11
84.38
87.75
90.50
92.33",84.1184.3887.7590.5092.33,,,2,1
nan,2nd day by 10:30 a.m. or 11 a.m.5,"95.41
95.73
99.35
102.08
102.82",95.4195.7399.35102.08102.82,,,2,1
nan,2nd day by 10:30 a.m. or 11 a.m.5,"107.35
111.65
112.10
113.29
113.60",107.35111.65112.10113.29113.60,,,2,1
nan,2nd day by 10:30 a.m. or 11 a.m.5,"113.90
118.90
121.27
121.54",113.90118.90121.27121.54,,,2,1
FedEx® Envelope,2nd day by 5 p.m.6,"FedEx
2Day®",2,2.0,,2,1
up to 8 oz.,2nd day by 5 p.m.6,$ 25.23,25.23,25.23,8.0,2,1
FedEx® Pak,2nd day by 5 p.m.6,*,,,,2,1
Fed,2nd day by 5 p.m.6,,,,,2,1
.sbl ni thgiew mumixam / gnigakcap rehto lla ni stnempihS,2nd day by 5 p.m.6,"$ 25.23
26.26
26.68
27.50
28.33",25.2326.2626.6827.5028.33,,,2,1
nan,2nd day by 5 p.m.6,"29.55
30.79
32.03
33.67
33.96",29.5530.7932.0333.6733.96,,,2,1
nan,2nd day by 5 p.m.6,"36.92
38.88
41.62
43.71
45.36",36.9238.8841.6243.7145.36,,,2,1
nan,2nd day by 5 p.m.6,"46.43
47.85
49.45
51.42
53.19",46.4347.8549.4551.4253.19,,,2,1
nan,2nd day by 5 p.m.6,"55.67
57.38
58.79
60.14
62.08",55.6757.3858.7960.1462.08,,,2,1
nan,2nd day by 5 p.m.6,"63.95
65.99
68.11
69.88
70.15",63.9565.9968.1169.8870.15,,,2,1
nan,2nd day by 5 p.m.6,"70.43
70.74
76.58
78.98
80.57",70.4370.7476.5878.9880.57,,,2,1
nan,2nd day by 5 p.m.6,"81.83
83.35
84.75
87.44
87.71",81.8383.3584.7587.4487.71,,,2,1
nan,2nd day by 5 p.m.6,"91.97
93.47
95.43
97.04
97.47",91.9793.4795.4397.0497.47,,,2,1
nan,2nd day by 5 p.m.6,"100.48
100.80
102.90
103.17",100.48100.80102.90103.17,,,2,1
FedEx® Envelope,3rd day by 5 p.m.6,"FedEx
Express
Saver®",,,,2,1
up to 8 oz.,3rd day by 5 p.m.6,$ 22.95,22.95,22.95,8.0,2,1
FedEx® Pak,3rd day by 5 p.m.6,*,,,,2,1
Fed,3rd day by 5 p.m.6,,,,,2,1
.sbl ni thgiew mumixam / gnigakcap rehto lla ni stnempihS,3rd day by 5 p.m.6,"$ 22.95
23.38
24.83
25.27
25.70",22.9523.3824.8325.2725.70,,,2,1
nan,3rd day by 5 p.m.6,"27.78
28.23
29.29
29.54
29.83",27.7828.2329.2929.5429.83,,,2,1
nan,3rd day by 5 p.m.6,"35.38
36.26
39.53
39.96
40.22",35.3836.2639.5339.9640.22,,,2,1
nan,3rd day by 5 p.m.6,"42.64
42.90
46.80
48.00
48.26",42.6442.9046.8048.0048.26,,,2,1
nan,3rd day by 5 p.m.6,"49.65
53.23
55.27
55.52
55.79",49.6553.2355.2755.5255.79,,,2,1
nan,3rd day by 5 p.m.6,"60.99
62.97
64.87
65.13
65.38",60.9962.9764.8765.1365.38,,,2,1
nan,3rd day by 5 p.m.6,"67.49
67.77
71.61
73.02
74.44",67.4967.7771.6173.0274.44,,,2,1
nan,3rd day by 5 p.m.6,"76.56
76.97
77.57
77.82
78.28",76.5676.9777.5777.8278.28,,,2,1
nan,3rd day by 5 p.m.6,"87.30
88.91
90.64
91.31
91.57",87.3088.9190.6491.3191.57,,,2,1
nan,3rd day by 5 p.m.6,"91.82
92.08
92.34
92.59",91.8292.0892.3492.59,,,2,1
