page,table,zone,service_type,package_type,weight_range,rate_usd
30,1,Hawaii-Intra,FedEx 2Day® A.M.,Package,1-50 lbs,503.99
30,1,Hawaii-Intra,FedEx 2Day® A.M.,Package,51-100 lbs,508.98
30,1,Hawaii-Intra,FedEx 2Day® A.M.,Package,101-150 lbs,513.97
30,1,Hawaii-Intra,FedEx 2Day®,Package,1-50 lbs,391.88
30,1,Hawaii-Intra,FedEx 2Day®,Package,51-100 lbs,395.76
30,1,Hawaii-Intra,FedEx 2Day®,Package,101-150 lbs,399.64
31,1,Hawaii-Intra,FedEx® Envelope,Package,up to 8 oz.,8.0
31,1,Hawaii-Intra,FedEx First Overnight®,Package,up to 8 oz.,38.0
31,1,Hawaii-Intra,FedEx Priority Overnight®,Package,up to 8 oz.,7.0
31,1,Hawaii-Intra,FedEx First Overnight®,Package,1-50 lbs,38.0
31,1,Hawaii-Intra,FedEx First Overnight®,Package,51-100 lbs,38.0
31,1,Hawaii-Intra,FedEx First Overnight®,Package,101-150 lbs,38.0
31,1,Hawaii-Intra,FedEx Priority Overnight®,Package,1-50 lbs,7.0
31,1,Hawaii-Intra,FedEx Priority Overnight®,Package,51-100 lbs,7.0
31,1,Hawaii-Intra,FedEx Priority Overnight®,Package,101-150 lbs,7.0
31,2,Hawaii-Intra,FedEx First Overnight®,Package,1-50 lbs,49.75
31,2,Hawaii-Intra,FedEx First Overnight®,Package,51-100 lbs,50.0
31,2,Hawaii-Intra,FedEx First Overnight®,Package,101-150 lbs,50.25
31,2,Hawaii-Intra,FedEx Priority Overnight®,Package,1-50 lbs,18.75
31,2,Hawaii-Intra,FedEx Priority Overnight®,Package,51-100 lbs,19.0
31,2,Hawaii-Intra,FedEx Priority Overnight®,Package,101-150 lbs,19.25
31,3,Hawaii-Intra,FedEx First Overnight®,Package,1-50 lbs,62.62
31,3,Hawaii-Intra,FedEx First Overnight®,Package,51-100 lbs,63.24
31,3,Hawaii-Intra,FedEx First Overnight®,Package,101-150 lbs,63.86
31,3,Hawaii-Intra,FedEx Priority Overnight®,Package,1-50 lbs,31.5
31,3,Hawaii-Intra,FedEx Priority Overnight®,Package,51-100 lbs,31.75
31,3,Hawaii-Intra,FedEx Priority Overnight®,Package,101-150 lbs,32.0
32,1,2,FedEx First Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",3.2
32,1,2,FedEx Priority Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",2.89
32,1,2,FedEx Standard Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",2.83
32,1,2,FedEx 2Day® A.M.,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",2.4
32,1,2,FedEx 2Day®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",1.91
32,1,2,FedEx Express Saver®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",1.78
32,2,3,FedEx First Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",4.35
32,2,3,FedEx Priority Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",4.04
32,2,3,FedEx Standard Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",3.96
32,2,3,FedEx 2Day® A.M.,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",3.01
32,2,3,FedEx 2Day®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",2.39
32,2,3,FedEx Express Saver®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",2.29
32,3,4,FedEx First Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",7.65
32,3,4,FedEx Priority Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",7.34
32,3,4,FedEx Standard Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",7.19
32,3,4,FedEx 2Day® A.M.,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",3.95
32,3,4,FedEx 2Day®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",3.08
32,3,4,FedEx Express Saver®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",2.94
32,4,5,FedEx First Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",9.07
32,4,5,FedEx Priority Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",8.76
32,4,5,FedEx Standard Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",8.58
32,4,5,FedEx 2Day® A.M.,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",5.86
32,4,5,FedEx 2Day®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",4.58
32,4,5,FedEx Express Saver®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",4.06
32,5,6,FedEx First Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",9.25
32,5,6,FedEx Priority Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",8.94
32,5,6,FedEx Standard Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",8.76
32,5,6,FedEx 2Day® A.M.,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",8.71
32,5,6,FedEx 2Day®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",7.27
32,5,6,FedEx Express Saver®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",5.68
32,6,7,FedEx First Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",11.26
32,6,7,FedEx Priority Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",10.95
32,6,7,FedEx Standard Overnight®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",10.52
32,6,7,FedEx 2Day® A.M.,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",9.47
32,6,7,FedEx 2Day®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",8.3
32,6,7,FedEx Express Saver®,Multiweight Package,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",6.39
33,1,2-3,FedEx First Overnight®,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",11.97
33,1,2-3,FedEx Priority Overnight®,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",11.66
33,1,2-3,FedEx Standard Overnight®,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",10.97
33,1,2-3,FedEx 2Day® A.M.,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",9.75
33,1,2-3,FedEx 2Day®,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",8.55
33,1,2-3,FedEx Express Saver®,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",7.26
33,2,4-5,FedEx First Overnight®,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",13.32
33,2,4-5,FedEx Priority Overnight®,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",13.01
33,2,4-5,FedEx Standard Overnight® 2,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",11.76
33,2,4-5,FedEx 2Day® A.M.3,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",10.04
33,2,4-5,FedEx 2Day®,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",8.73
33,3,6-7,FedEx First Overnight®,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs.",13.59
33,3,6-7,FedEx Priority Overnight®,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs.",13.28
33,3,6-7,FedEx 2Day®,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs.",8.92
33,3,6-7,FedEx First Overnight®,Express Multiweight,"2,000+ lbs.",13.53
33,3,6-7,FedEx Priority Overnight®,Express Multiweight,"2,000+ lbs.",13.22
33,3,6-7,FedEx 2Day®,Express Multiweight,"2,000+ lbs.",8.86
33,4,8,FedEx First Overnight®,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",8.74
33,4,8,FedEx Priority Overnight®,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",8.43
33,4,8,FedEx Standard Overnight®,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",6.98
33,4,8,FedEx 2Day® A.M.,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",4.99
33,4,8,FedEx 2Day®,Express Multiweight,"100–499 lbs. 500–999 lbs. 1,000–1,999 lbs. 2,000+ lbs.",3.88
33,5,Express-Special,FedEx First Overnight®,Express Multiweight,100–150 lbs. 151+ lbs.,0.62
33,5,Express-Special,FedEx Priority Overnight®,Express Multiweight,100–150 lbs. 151+ lbs.,0.31
107,1,2,FedEx Ground/Home Delivery,Package,1-50 lbs,27.68
107,1,2,FedEx Ground/Home Delivery,Package,51-100 lbs,27.68
107,1,2,FedEx Ground/Home Delivery,Package,101-150 lbs,27.68
107,1,3,FedEx Ground/Home Delivery,Package,1-50 lbs,34.62
107,1,3,FedEx Ground/Home Delivery,Package,51-100 lbs,34.62
107,1,3,FedEx Ground/Home Delivery,Package,101-150 lbs,34.62
107,1,4,FedEx Ground/Home Delivery,Package,1-50 lbs,41.62
107,1,4,FedEx Ground/Home Delivery,Package,51-100 lbs,41.62
107,1,4,FedEx Ground/Home Delivery,Package,101-150 lbs,41.62
107,1,5,FedEx Ground/Home Delivery,Package,1-50 lbs,50.48
107,1,5,FedEx Ground/Home Delivery,Package,51-100 lbs,50.48
107,1,5,FedEx Ground/Home Delivery,Package,101-150 lbs,50.48
107,1,6,FedEx Ground/Home Delivery,Package,1-50 lbs,64.09
107,1,6,FedEx Ground/Home Delivery,Package,51-100 lbs,64.09
107,1,6,FedEx Ground/Home Delivery,Package,101-150 lbs,64.09
107,1,7,FedEx Ground/Home Delivery,Package,1-50 lbs,77.42
107,1,7,FedEx Ground/Home Delivery,Package,51-100 lbs,77.42
107,1,7,FedEx Ground/Home Delivery,Package,101-150 lbs,77.42
108,1,2,FedEx Ground/Home Delivery,Package,1-50 lbs,70.88
108,1,2,FedEx Ground/Home Delivery,Package,51-100 lbs,70.88
108,1,2,FedEx Ground/Home Delivery,Package,101-150 lbs,70.88
108,1,3,FedEx Ground/Home Delivery,Package,1-50 lbs,71.72
108,1,3,FedEx Ground/Home Delivery,Package,51-100 lbs,71.72
108,1,3,FedEx Ground/Home Delivery,Package,101-150 lbs,71.72
108,1,4,FedEx Ground/Home Delivery,Package,1-50 lbs,77.83
108,1,4,FedEx Ground/Home Delivery,Package,51-100 lbs,77.83
108,1,4,FedEx Ground/Home Delivery,Package,101-150 lbs,77.83
108,1,5,FedEx Ground/Home Delivery,Package,1-50 lbs,85.13
108,1,5,FedEx Ground/Home Delivery,Package,51-100 lbs,85.13
108,1,5,FedEx Ground/Home Delivery,Package,101-150 lbs,85.13
108,1,6,FedEx Ground/Home Delivery,Package,1-50 lbs,100.21
108,1,6,FedEx Ground/Home Delivery,Package,51-100 lbs,100.21
108,1,6,FedEx Ground/Home Delivery,Package,101-150 lbs,100.21
108,1,7,FedEx Ground/Home Delivery,Package,1-50 lbs,111.01
108,1,7,FedEx Ground/Home Delivery,Package,51-100 lbs,111.01
108,1,7,FedEx Ground/Home Delivery,Package,101-150 lbs,111.01
109,1,17,FedEx Ground/Home Delivery,Package,1-50 lbs,40.84
109,1,17,FedEx Ground/Home Delivery,Package,51-100 lbs,40.84
109,1,17,FedEx Ground/Home Delivery,Package,101-150 lbs,40.84
109,1,22,FedEx Ground/Home Delivery,Package,1-50 lbs,9.53
109,1,22,FedEx Ground/Home Delivery,Package,51-100 lbs,9.53
109,1,22,FedEx Ground/Home Delivery,Package,101-150 lbs,9.53
109,1,23,FedEx Ground/Home Delivery,Package,1-50 lbs,14.22
109,1,23,FedEx Ground/Home Delivery,Package,51-100 lbs,14.22
109,1,23,FedEx Ground/Home Delivery,Package,101-150 lbs,14.22
109,1,25,FedEx Ground/Home Delivery,Package,1-50 lbs,14.68
109,1,25,FedEx Ground/Home Delivery,Package,51-100 lbs,14.68
109,1,25,FedEx Ground/Home Delivery,Package,101-150 lbs,14.68
109,1,9,FedEx Ground/Home Delivery,Package,1-50 lbs,40.84
109,1,9,FedEx Ground/Home Delivery,Package,51-100 lbs,40.84
109,1,9,FedEx Ground/Home Delivery,Package,101-150 lbs,40.84
109,1,14,FedEx Ground/Home Delivery,Package,1-50 lbs,9.3
109,1,14,FedEx Ground/Home Delivery,Package,51-100 lbs,9.3
109,1,14,FedEx Ground/Home Delivery,Package,101-150 lbs,9.3
110,1,17,FedEx Ground/Home Delivery,Package,1-50 lbs,235.5
110,1,17,FedEx Ground/Home Delivery,Package,51-100 lbs,235.5
110,1,17,FedEx Ground/Home Delivery,Package,101-150 lbs,235.5
110,1,22,FedEx Ground/Home Delivery,Package,1-50 lbs,28.63
110,1,22,FedEx Ground/Home Delivery,Package,51-100 lbs,28.63
110,1,22,FedEx Ground/Home Delivery,Package,101-150 lbs,28.63
110,1,23,FedEx Ground/Home Delivery,Package,1-50 lbs,121.84
110,1,23,FedEx Ground/Home Delivery,Package,51-100 lbs,121.84
110,1,23,FedEx Ground/Home Delivery,Package,101-150 lbs,121.84
110,1,25,FedEx Ground/Home Delivery,Package,1-50 lbs,138.94
110,1,25,FedEx Ground/Home Delivery,Package,51-100 lbs,138.94
110,1,25,FedEx Ground/Home Delivery,Package,101-150 lbs,138.94
110,1,9,FedEx Ground/Home Delivery,Package,1-50 lbs,235.5
110,1,9,FedEx Ground/Home Delivery,Package,51-100 lbs,235.5
110,1,9,FedEx Ground/Home Delivery,Package,101-150 lbs,235.5
110,1,14,FedEx Ground/Home Delivery,Package,1-50 lbs,16.36
110,1,14,FedEx Ground/Home Delivery,Package,51-100 lbs,16.36
110,1,14,FedEx Ground/Home Delivery,Package,101-150 lbs,16.36
111,1,17,FedEx Ground/Home Delivery,Package,1-50 lbs,416.25
111,1,17,FedEx Ground/Home Delivery,Package,51-100 lbs,416.25
111,1,17,FedEx Ground/Home Delivery,Package,101-150 lbs,416.25
111,1,22,FedEx Ground/Home Delivery,Package,1-50 lbs,76.81
111,1,22,FedEx Ground/Home Delivery,Package,51-100 lbs,76.81
111,1,22,FedEx Ground/Home Delivery,Package,101-150 lbs,76.81
111,1,23,FedEx Ground/Home Delivery,Package,1-50 lbs,187.1
111,1,23,FedEx Ground/Home Delivery,Package,51-100 lbs,187.1
111,1,23,FedEx Ground/Home Delivery,Package,101-150 lbs,187.1
111,1,25,FedEx Ground/Home Delivery,Package,1-50 lbs,208.46
111,1,25,FedEx Ground/Home Delivery,Package,51-100 lbs,208.46
111,1,25,FedEx Ground/Home Delivery,Package,101-150 lbs,208.46
111,1,9,FedEx Ground/Home Delivery,Package,1-50 lbs,416.25
111,1,9,FedEx Ground/Home Delivery,Package,51-100 lbs,416.25
111,1,9,FedEx Ground/Home Delivery,Package,101-150 lbs,416.25
111,1,14,FedEx Ground/Home Delivery,Package,1-50 lbs,58.89
111,1,14,FedEx Ground/Home Delivery,Package,51-100 lbs,58.89
111,1,14,FedEx Ground/Home Delivery,Package,101-150 lbs,58.89
