page,table,zone,service_type,package_type,weight_range,rate_usd
9,1,4,FedEx 2Day®,Package,101-150 lbs,171.75
9,1,4,FedEx Express Saver®,Package,1-50 lbs,145.27
9,1,4,FedEx Express Saver®,Package,51-100 lbs,155.03
9,1,4,FedEx Express Saver®,Package,101-150 lbs,156.01
10,1,4,FedEx First Overnight®,Package,1-50 lbs,772.65
10,1,4,FedEx First Overnight®,Package,51-100 lbs,780.3
10,1,4,FedEx First Overnight®,Package,101-150 lbs,787.95
10,1,4,FedEx Priority Overnight®,Package,1-50 lbs,741.34
10,1,4,FedEx Priority Overnight®,Package,51-100 lbs,748.68
10,1,4,FedEx Priority Overnight®,Package,101-150 lbs,756.02
10,1,4,FedEx Standard Overnight®,Package,1-50 lbs,726.19
10,1,4,FedEx Standard Overnight®,Package,51-100 lbs,733.38
10,1,4,FedEx Standard Overnight®,Package,101-150 lbs,740.57
10,1,4,FedEx 2Day® A.M.,Package,1-50 lbs,398.95
10,1,4,FedEx 2Day® A.M.,Package,51-100 lbs,402.9
10,1,4,FedEx 2Day® A.M.,Package,101-150 lbs,406.85
10,1,4,FedEx 2Day®,Package,1-50 lbs,311.08
10,1,4,FedEx 2Day®,Package,51-100 lbs,314.16
10,1,4,FedEx 2Day®,Package,101-150 lbs,317.24
10,1,4,FedEx Express Saver®,Package,1-50 lbs,296.94
10,1,4,FedEx Express Saver®,Package,51-100 lbs,299.88
10,1,4,FedEx Express Saver®,Package,101-150 lbs,302.82
11,1,5,FedEx® Envelope,Package,up to 8 oz.,8.0
11,1,5,FedEx First Overnight®,Package,up to 8 oz.,87.22
11,1,5,FedEx Priority Overnight®,Package,up to 8 oz.,56.22
11,1,5,FedEx Standard Overnight®,Package,up to 8 oz.,53.51
11,1,5,FedEx 2Day® A.M.,Package,up to 8 oz.,35.97
11,1,5,FedEx 2Day®,Package,up to 8 oz.,33.31
11,1,5,FedEx Express Saver®,Package,up to 8 oz.,29.88
11,1,5,FedEx First Overnight®,Package,1-50 lbs,119.9
11,1,5,FedEx First Overnight®,Package,51-100 lbs,126.45
11,1,5,FedEx First Overnight®,Package,101-150 lbs,140.09
11,1,5,FedEx Priority Overnight®,Package,1-50 lbs,88.9
11,1,5,FedEx Priority Overnight®,Package,51-100 lbs,95.45
11,1,5,FedEx Priority Overnight®,Package,101-150 lbs,109.09
11,1,5,FedEx Standard Overnight®,Package,1-50 lbs,77.51
11,1,5,FedEx Standard Overnight®,Package,51-100 lbs,87.44
11,1,5,FedEx Standard Overnight®,Package,101-150 lbs,96.87
11,1,5,FedEx 2Day® A.M.,Package,1-50 lbs,40.93
11,1,5,FedEx 2Day® A.M.,Package,51-100 lbs,43.63
11,1,5,FedEx 2Day® A.M.,Package,101-150 lbs,48.05
11,1,5,FedEx 2Day®,Package,1-50 lbs,33.31
11,1,5,FedEx 2Day®,Package,51-100 lbs,36.19
11,1,5,FedEx 2Day®,Package,101-150 lbs,39.85
11,1,5,FedEx Express Saver®,Package,1-50 lbs,29.88
11,1,5,FedEx Express Saver®,Package,51-100 lbs,30.41
11,1,5,FedEx Express Saver®,Package,101-150 lbs,33.73
12,1,5,FedEx First Overnight®,Package,1-50 lbs,489.6
12,1,5,FedEx First Overnight®,Package,51-100 lbs,533.77
12,1,5,FedEx First Overnight®,Package,101-150 lbs,543.62
12,1,5,FedEx Priority Overnight®,Package,1-50 lbs,458.6
12,1,5,FedEx Priority Overnight®,Package,51-100 lbs,502.77
12,1,5,FedEx Priority Overnight®,Package,101-150 lbs,512.62
12,1,5,FedEx Standard Overnight®,Package,1-50 lbs,441.13
12,1,5,FedEx Standard Overnight®,Package,51-100 lbs,477.59
12,1,5,FedEx Standard Overnight®,Package,101-150 lbs,487.34
12,1,5,FedEx 2Day® A.M.,Package,1-50 lbs,302.0
12,1,5,FedEx 2Day® A.M.,Package,51-100 lbs,312.82
12,1,5,FedEx 2Day® A.M.,Package,101-150 lbs,313.93
12,1,5,FedEx 2Day®,Package,1-50 lbs,234.54
12,1,5,FedEx 2Day®,Package,51-100 lbs,243.39
12,1,5,FedEx 2Day®,Package,101-150 lbs,256.78
12,1,5,FedEx Express Saver®,Package,1-50 lbs,198.09
12,1,5,FedEx Express Saver®,Package,51-100 lbs,205.48
12,1,5,FedEx Express Saver®,Package,101-150 lbs,206.22
13,1,5,FedEx First Overnight®,Package,1-50 lbs,916.07
13,1,5,FedEx First Overnight®,Package,51-100 lbs,925.14
13,1,5,FedEx First Overnight®,Package,101-150 lbs,934.21
13,1,5,FedEx Priority Overnight®,Package,1-50 lbs,884.76
13,1,5,FedEx Priority Overnight®,Package,51-100 lbs,893.52
13,1,5,FedEx Priority Overnight®,Package,101-150 lbs,902.28
13,1,5,FedEx Standard Overnight®,Package,1-50 lbs,866.58
13,1,5,FedEx Standard Overnight®,Package,51-100 lbs,875.16
13,1,5,FedEx Standard Overnight®,Package,101-150 lbs,883.74
13,1,5,FedEx 2Day® A.M.,Package,1-50 lbs,591.86
13,1,5,FedEx 2Day® A.M.,Package,51-100 lbs,597.72
13,1,5,FedEx 2Day® A.M.,Package,101-150 lbs,603.58
13,1,5,FedEx 2Day®,Package,1-50 lbs,462.58
13,1,5,FedEx 2Day®,Package,51-100 lbs,467.16
13,1,5,FedEx 2Day®,Package,101-150 lbs,471.74
13,1,5,FedEx Express Saver®,Package,1-50 lbs,410.06
13,1,5,FedEx Express Saver®,Package,51-100 lbs,414.12
13,1,5,FedEx Express Saver®,Package,101-150 lbs,418.18
14,1,6,FedEx® Envelope,Package,up to 8 oz.,8.0
14,1,6,FedEx First Overnight®,Package,up to 8 oz.,88.35
14,1,6,FedEx Priority Overnight®,Package,up to 8 oz.,57.35
14,1,6,FedEx Standard Overnight®,Package,up to 8 oz.,54.59
14,1,6,FedEx 2Day® A.M.,Package,up to 8 oz.,40.85
14,1,6,FedEx 2Day®,Package,up to 8 oz.,40.01
14,1,6,FedEx Express Saver®,Package,up to 8 oz.,34.16
14,1,6,FedEx First Overnight®,Package,1-50 lbs,124.59
14,1,6,FedEx First Overnight®,Package,51-100 lbs,129.3
14,1,6,FedEx First Overnight®,Package,101-150 lbs,148.31
14,1,6,FedEx Priority Overnight®,Package,1-50 lbs,93.59
14,1,6,FedEx Priority Overnight®,Package,51-100 lbs,98.3
14,1,6,FedEx Priority Overnight®,Package,101-150 lbs,117.31
14,1,6,FedEx Standard Overnight®,Package,1-50 lbs,84.01
14,1,6,FedEx Standard Overnight®,Package,51-100 lbs,96.37
14,1,6,FedEx Standard Overnight®,Package,101-150 lbs,103.36
14,1,6,FedEx 2Day® A.M.,Package,1-50 lbs,46.49
14,1,6,FedEx 2Day® A.M.,Package,51-100 lbs,51.44
14,1,6,FedEx 2Day® A.M.,Package,101-150 lbs,59.1
14,1,6,FedEx 2Day®,Package,1-50 lbs,40.01
14,1,6,FedEx 2Day®,Package,51-100 lbs,45.11
14,1,6,FedEx 2Day®,Package,101-150 lbs,51.83
14,1,6,FedEx Express Saver®,Package,1-50 lbs,34.16
14,1,6,FedEx Express Saver®,Package,51-100 lbs,36.43
14,1,6,FedEx Express Saver®,Package,101-150 lbs,42.35
15,1,6,FedEx First Overnight®,Package,1-50 lbs,503.34
15,1,6,FedEx First Overnight®,Package,51-100 lbs,543.94
15,1,6,FedEx First Overnight®,Package,101-150 lbs,562.78
15,1,6,FedEx Priority Overnight®,Package,1-50 lbs,472.34
15,1,6,FedEx Priority Overnight®,Package,51-100 lbs,512.94
15,1,6,FedEx Priority Overnight®,Package,101-150 lbs,531.78
15,1,6,FedEx Standard Overnight®,Package,1-50 lbs,454.93
15,1,6,FedEx Standard Overnight®,Package,51-100 lbs,494.68
15,1,6,FedEx Standard Overnight®,Package,101-150 lbs,506.3
15,1,6,FedEx 2Day® A.M.,Package,1-50 lbs,452.73
15,1,6,FedEx 2Day® A.M.,Package,51-100 lbs,479.91
15,1,6,FedEx 2Day® A.M.,Package,101-150 lbs,486.38
15,1,6,FedEx 2Day®,Package,1-50 lbs,391.89
15,1,6,FedEx 2Day®,Package,51-100 lbs,412.28
15,1,6,FedEx 2Day®,Package,101-150 lbs,418.55
15,1,6,FedEx Express Saver®,Package,1-50 lbs,253.88
15,1,6,FedEx Express Saver®,Package,51-100 lbs,263.67
15,1,6,FedEx Express Saver®,Package,101-150 lbs,294.99
16,1,6,FedEx First Overnight®,Package,1-50 lbs,934.25
16,1,6,FedEx First Overnight®,Package,51-100 lbs,943.5
16,1,6,FedEx First Overnight®,Package,101-150 lbs,952.75
16,1,6,FedEx Priority Overnight®,Package,1-50 lbs,902.94
16,1,6,FedEx Priority Overnight®,Package,51-100 lbs,911.88
16,1,6,FedEx Priority Overnight®,Package,101-150 lbs,920.82
16,1,6,FedEx Standard Overnight®,Package,1-50 lbs,884.76
16,1,6,FedEx Standard Overnight®,Package,51-100 lbs,893.52
16,1,6,FedEx Standard Overnight®,Package,101-150 lbs,902.28
16,1,6,FedEx 2Day® A.M.,Package,1-50 lbs,879.71
16,1,6,FedEx 2Day® A.M.,Package,51-100 lbs,888.42
16,1,6,FedEx 2Day® A.M.,Package,101-150 lbs,897.13
16,1,6,FedEx 2Day®,Package,1-50 lbs,734.27
16,1,6,FedEx 2Day®,Package,51-100 lbs,741.54
16,1,6,FedEx 2Day®,Package,101-150 lbs,748.81
16,1,6,FedEx Express Saver®,Package,1-50 lbs,573.68
16,1,6,FedEx Express Saver®,Package,51-100 lbs,579.36
16,1,6,FedEx Express Saver®,Package,101-150 lbs,585.04
17,1,7,FedEx® Envelope,Package,up to 8 oz.,8.0
17,1,7,FedEx First Overnight®,Package,up to 8 oz.,94.7
17,1,7,FedEx Priority Overnight®,Package,up to 8 oz.,63.7
17,1,7,FedEx Standard Overnight®,Package,up to 8 oz.,59.82
17,1,7,FedEx 2Day® A.M.,Package,up to 8 oz.,45.58
17,1,7,FedEx 2Day®,Package,up to 8 oz.,42.67
17,1,7,FedEx Express Saver®,Package,up to 8 oz.,35.9
17,1,7,FedEx First Overnight®,Package,1-50 lbs,134.8
17,1,7,FedEx First Overnight®,Package,51-100 lbs,141.68
17,1,7,FedEx First Overnight®,Package,101-150 lbs,159.81
17,1,7,FedEx Priority Overnight®,Package,1-50 lbs,103.8
17,1,7,FedEx Priority Overnight®,Package,51-100 lbs,110.68
17,1,7,FedEx Priority Overnight®,Package,101-150 lbs,128.81
17,1,7,FedEx Standard Overnight®,Package,1-50 lbs,91.3
17,1,7,FedEx Standard Overnight®,Package,51-100 lbs,104.58
17,1,7,FedEx Standard Overnight®,Package,101-150 lbs,114.01
17,1,7,FedEx 2Day® A.M.,Package,1-50 lbs,49.62
17,1,7,FedEx 2Day® A.M.,Package,51-100 lbs,57.18
17,1,7,FedEx 2Day® A.M.,Package,101-150 lbs,66.21
17,1,7,FedEx 2Day®,Package,1-50 lbs,42.67
17,1,7,FedEx 2Day®,Package,51-100 lbs,50.07
17,1,7,FedEx 2Day®,Package,101-150 lbs,58.0
17,1,7,FedEx Express Saver®,Package,1-50 lbs,35.9
17,1,7,FedEx Express Saver®,Package,51-100 lbs,40.0
17,1,7,FedEx Express Saver®,Package,101-150 lbs,44.76
18,1,7,FedEx First Overnight®,Package,1-50 lbs,540.79
18,1,7,FedEx First Overnight®,Package,51-100 lbs,582.56
18,1,7,FedEx First Overnight®,Package,101-150 lbs,607.68
18,1,7,FedEx Priority Overnight®,Package,1-50 lbs,509.79
18,1,7,FedEx Priority Overnight®,Package,51-100 lbs,551.56
18,1,7,FedEx Priority Overnight®,Package,101-150 lbs,576.68
18,1,7,FedEx Standard Overnight®,Package,1-50 lbs,492.53
18,1,7,FedEx Standard Overnight®,Package,51-100 lbs,536.56
18,1,7,FedEx Standard Overnight®,Package,101-150 lbs,548.33
18,1,7,FedEx 2Day® A.M.,Package,1-50 lbs,481.84
18,1,7,FedEx 2Day® A.M.,Package,51-100 lbs,508.26
18,1,7,FedEx 2Day® A.M.,Package,101-150 lbs,517.15
18,1,7,FedEx 2Day®,Package,1-50 lbs,409.01
18,1,7,FedEx 2Day®,Package,51-100 lbs,422.06
18,1,7,FedEx 2Day®,Package,101-150 lbs,452.17
18,1,7,FedEx Express Saver®,Package,1-50 lbs,312.33
18,1,7,FedEx Express Saver®,Package,51-100 lbs,316.03
18,1,7,FedEx Express Saver®,Package,101-150 lbs,316.6
19,1,7,FedEx First Overnight®,Package,1-50 lbs,1137.26
19,1,7,FedEx First Overnight®,Package,51-100 lbs,1148.52
19,1,7,FedEx First Overnight®,Package,101-150 lbs,1159.78
19,1,7,FedEx Priority Overnight®,Package,1-50 lbs,1105.95
19,1,7,FedEx Priority Overnight®,Package,51-100 lbs,1116.9
19,1,7,FedEx Priority Overnight®,Package,101-150 lbs,1127.85
19,1,7,FedEx Standard Overnight®,Package,1-50 lbs,1062.52
19,1,7,FedEx Standard Overnight®,Package,51-100 lbs,1073.04
19,1,7,FedEx Standard Overnight®,Package,101-150 lbs,1083.56
19,1,7,FedEx 2Day® A.M.,Package,1-50 lbs,956.47
19,1,7,FedEx 2Day® A.M.,Package,51-100 lbs,965.94
19,1,7,FedEx 2Day® A.M.,Package,101-150 lbs,975.41
19,1,7,FedEx 2Day®,Package,1-50 lbs,838.3
19,1,7,FedEx 2Day®,Package,51-100 lbs,846.6
19,1,7,FedEx 2Day®,Package,101-150 lbs,854.9
19,1,7,FedEx Express Saver®,Package,1-50 lbs,645.39
19,1,7,FedEx Express Saver®,Package,51-100 lbs,651.78
19,1,7,FedEx Express Saver®,Package,101-150 lbs,658.17
20,1,8,FedEx® Envelope,Package,up to 8 oz.,8.0
20,1,8,FedEx First Overnight®,Package,up to 8 oz.,97.62
20,1,8,FedEx Priority Overnight®,Package,up to 8 oz.,66.62
20,1,8,FedEx Standard Overnight®,Package,up to 8 oz.,62.56
20,1,8,FedEx 2Day® A.M.,Package,up to 8 oz.,46.52
20,1,8,FedEx 2Day®,Package,up to 8 oz.,43.54
20,1,8,FedEx Express Saver®,Package,up to 8 oz.,39.86
20,1,8,FedEx First Overnight®,Package,1-50 lbs,137.55
20,1,8,FedEx First Overnight®,Package,51-100 lbs,153.02
20,1,8,FedEx First Overnight®,Package,101-150 lbs,164.39
20,1,8,FedEx Priority Overnight®,Package,1-50 lbs,106.55
20,1,8,FedEx Priority Overnight®,Package,51-100 lbs,122.02
20,1,8,FedEx Priority Overnight®,Package,101-150 lbs,133.39
20,1,8,FedEx Standard Overnight®,Package,1-50 lbs,95.35
20,1,8,FedEx Standard Overnight®,Package,51-100 lbs,110.55
20,1,8,FedEx Standard Overnight®,Package,101-150 lbs,120.84
20,1,8,FedEx 2Day® A.M.,Package,1-50 lbs,50.7
20,1,8,FedEx 2Day® A.M.,Package,51-100 lbs,60.23
20,1,8,FedEx 2Day® A.M.,Package,101-150 lbs,70.38
20,1,8,FedEx 2Day®,Package,1-50 lbs,43.54
20,1,8,FedEx 2Day®,Package,51-100 lbs,52.69
20,1,8,FedEx 2Day®,Package,101-150 lbs,60.45
20,1,8,FedEx Express Saver®,Package,1-50 lbs,39.86
20,1,8,FedEx Express Saver®,Package,51-100 lbs,46.3
20,1,8,FedEx Express Saver®,Package,101-150 lbs,52.29
21,1,8,FedEx First Overnight®,Package,1-50 lbs,569.55
21,1,8,FedEx First Overnight®,Package,51-100 lbs,593.62
21,1,8,FedEx First Overnight®,Package,101-150 lbs,633.52
21,1,8,FedEx Priority Overnight®,Package,1-50 lbs,538.55
21,1,8,FedEx Priority Overnight®,Package,51-100 lbs,562.62
21,1,8,FedEx Priority Overnight®,Package,101-150 lbs,602.52
21,1,8,FedEx Standard Overnight®,Package,1-50 lbs,521.4
21,1,8,FedEx Standard Overnight®,Package,51-100 lbs,547.3
21,1,8,FedEx Standard Overnight®,Package,101-150 lbs,586.77
21,1,8,FedEx 2Day® A.M.,Package,1-50 lbs,491.49
21,1,8,FedEx 2Day® A.M.,Package,51-100 lbs,521.66
21,1,8,FedEx 2Day® A.M.,Package,101-150 lbs,536.75
21,1,8,FedEx 2Day®,Package,1-50 lbs,417.2
21,1,8,FedEx 2Day®,Package,51-100 lbs,430.51
21,1,8,FedEx 2Day®,Package,101-150 lbs,462.7
21,1,8,FedEx Express Saver®,Package,1-50 lbs,357.27
21,1,8,FedEx Express Saver®,Package,51-100 lbs,387.46
21,1,8,FedEx Express Saver®,Package,101-150 lbs,390.5
